TYPE_OF_STOP,CITATION_CONTROL_NUMBER,ACTIVITY_RESULTS,OFFICER_GENDER,OFFICER_RACE,OFFICER_AGE_RANGE,ACTIVITY_DATE,ACTIVITY_TIME,ACTIVITY_LOCATION,ACTIVITY_DIVISION,ACTIVITY_BEAT,DRIVER_GENDER,DRIVER_RACE,DRIVER_AGE_RANGE,NUMBER_OF_PASSENGERS,WAS_VEHCILE_SEARCHED,REASON_FOR_SEARCH,OBJECTID
TRAFFIC VIOLATION,EG50214     ,CITATION ISSUED,M,WHITE,31 - 40,02/01/2023,04:58:00,PRESTON HWY / SOUTH PARK DR                                 ,7TH DIVISION,BEAT 6,M,WHITE,41 - 50,0,NO,,3197
TRAFFIC VIOLATION,EG50215     ,CITATION ISSUED,M,WHITE,31 - 40,02/01/2023,05:37:00,GRADE LN                                                    ,7TH DIVISION,BEAT 6,M,WHITE,20 - 25,0,NO,,3198
TRAFFIC VIOLATION,EG50216     ,CITATION ISSUED,M,WHITE,31 - 40,02/05/2023,03:12:00,FERN VALLEY RD / PRESTON HWY                                ,7TH DIVISION,BEAT 6,F,BLACK,31 - 40,0,NO,,3199
TRAFFIC VIOLATION,EG50219     ,CITATION ISSUED,M,WHITE,51 - 60,02/09/2023,06:07:00,I 0265                                                      ,7TH DIVISION,BEAT 2,F,WHITE,41 - 50,0,NO,,3200
TRAFFIC VIOLATION,EG50318     ,CITATION ISSUED,M,WHITE,51 - 60,02/09/2023,14:53:00,0 BLOCK  HILL RD,5TH DIVISION,BEAT 2,M,BLACK,20 - 25,3,NO,,3201
TRAFFIC VIOLATION,EG50381     ,CITATION ISSUED,M,WHITE,51 - 60,02/13/2023,11:30:00,1300 BLOCK  EASTERN PKWY,5TH DIVISION,BEAT 2,F,WHITE,OVER 60,0,NO,,3202
TRAFFIC VIOLATION,EG50685     ,CITATION ISSUED,M,WHITE,21 - 30,02/14/2023,12:49:00,1100 BLOCK  ASH ST,4TH DIVISION,BEAT 2,M,WHITE,31 - 40,0,NO,,3203
TRAFFIC VIOLATION,EG50696     ,CITATION ISSUED,M,BLACK,21 - 30,02/09/2023,12:59:00,S JACKSON ST / E ORMSBY                                     ,4TH DIVISION,BEAT 2,M,BLACK,31 - 40,0,YES,,3204
TRAFFIC VIOLATION,EG50783     ,CITATION ISSUED,M,BLACK,51 - 60,02/01/2023,16:40:00,I 0071 S/B @ 3 MM                                           ,5TH DIVISION,BEAT 5,F,WHITE,31 - 40,1,NO,,3205
TRAFFIC VIOLATION,EG50791     ,CITATION ISSUED,M,WHITE,31 - 40,02/22/2023,17:22:00,TAYLOR BLVD/BLUEGRASS AVE                                   ,4TH DIVISION,BEAT 5,M,WHITE,OVER 60,0,NO,,3206
TRAFFIC VIOLATION,EG50792     ,CITATION ISSUED,M,WHITE,31 - 40,02/27/2023,19:26:00,MANSLICK RD/GAGEL AVE                                       ,4TH DIVISION,BEAT 5,F,WHITE,OVER 60,0,NO,,3207
TRAFFIC VIOLATION,EG50897     ,CITATION ISSUED,M,BLACK,51 - 60,02/02/2023,11:41:00,I 0064 W/B @ 16 MM                                          ,,,F,WHITE,31 - 40,0,NO,,3208
TRAFFIC VIOLATION,EG50993     ,CITATION ISSUED,M,WHITE,51 - 60,02/01/2023,14:32:00,I-264W BEFORE POPLAR LEVEL RD                               ,5TH DIVISION,BEAT 4,F,WHITE,31 - 40,0,NO,,3209
TRAFFIC VIOLATION,EG51000     ,CITATION ISSUED,M,BLACK,51 - 60,02/02/2023,11:48:00,I 0064 W/B @ 14 MM                                          ,8TH DIVISION,BEAT 5,M,BLACK,26 - 30,0,NO,,3210
TRAFFIC VIOLATION,EG51001     ,CITATION ISSUED,M,BLACK,51 - 60,02/02/2023,11:55:00,I 0064 W/B @ 14 MM                                          ,8TH DIVISION,BEAT 5,M,WHITE,20 - 25,0,NO,,3211
TRAFFIC VIOLATION,EG51007     ,CITATION ISSUED,M,WHITE,31 - 40,02/03/2023,15:06:00,WINKLER AVE AT 6TH ST                                       ,4TH DIVISION,BEAT 4,F,BLACK,20 - 25,1,NO,,3212
TRAFFIC VIOLATION,EG51210     ,CITATION ISSUED,M,BLACK,21 - 30,02/22/2023,08:22:00,S SHELBY ST / KENTUCKY                                      ,4TH DIVISION,BEAT 2,M,WHITE,41 - 50,0,YES,4.0,3213
TRAFFIC VIOLATION,EG51211     ,CITATION ISSUED,M,BLACK,21 - 30,02/27/2023,09:10:00,4500 BLOCK  TAYLOR BLVD,4TH DIVISION,BEAT 5,M,BLACK,16 - 19,0,NO,,3214
TRAFFIC VIOLATION,EG51314     ,CITATION ISSUED,M,HISPANIC,21 - 30,02/08/2023,14:35:00,WATTERSON TRL / HENDDRIX DR                                 ,6TH DIVISION,BEAT 4,M,BLACK,31 - 40,0,YES,,3215
TRAFFIC VIOLATION,EG51329     ,CITATION ISSUED,M,WHITE,51 - 60,02/01/2023,14:44:00,I-264W BEFORE TAYLOR BLVD                                   ,5TH DIVISION,BEAT 4,M,WHITE,51 - 60,0,NO,,3216
TRAFFIC VIOLATION,EG51387     ,CITATION ISSUED,M,WHITE,31 - 40,02/09/2023,23:08:00,PRESTON HWY / MM 3                                          ,7TH DIVISION,BEAT 6,M,WHITE,41 - 50,1,NO,,3217
TRAFFIC VIOLATION,EG51388     ,CITATION ISSUED,M,WHITE,31 - 40,02/10/2023,02:25:00,OUTER LOOP                                                  ,7TH DIVISION,BEAT 6,M,HISPANIC,31 - 40,0,NO,,3218
TRAFFIC VIOLATION,EG51389     ,CITATION ISSUED,M,WHITE,31 - 40,02/10/2023,02:40:00,OUTER LOOP / I-64 NB ON RAMP                                ,7TH DIVISION,BEAT 6,M,BLACK,31 - 40,0,NO,,3219
TRAFFIC VIOLATION,EG51390     ,CITATION ISSUED,M,WHITE,31 - 40,02/10/2023,03:25:00,PRESTON HWY - OUTERLOOP                                     ,7TH DIVISION,BEAT 6,M,WHITE,20 - 25,0,NO,,3220
TRAFFIC VIOLATION,EG51391     ,CITATION ISSUED,M,WHITE,31 - 40,02/10/2023,03:45:00,PRESTON HWY / INDUSTRAIL BLVD                               ,7TH DIVISION,BEAT 6,M,BLACK,26 - 30,0,NO,,3221
TRAFFIC VIOLATION,EG51392     ,CITATION ISSUED,M,WHITE,31 - 40,02/27/2023,17:53:00,AFTERGLOW DR                                                ,3RD DIVISION,BEAT 3,F,BLACK,20 - 25,0,YES,4.0,3222
TRAFFIC VIOLATION,EG51404     ,CITATION ISSUED,M,WHITE,21 - 30,02/27/2023,19:23:00,SAINT REGIS LN                                              ,6TH DIVISION,BEAT 5,F,BLACK,51 - 60,0,NO,,3223
TRAFFIC VIOLATION,EG51525     ,CITATION ISSUED,M,WHITE,31 - 40,02/01/2023,03:24:00,CANE RUN RD                                                 ,2ND DIVISION,BEAT 6,M,WHITE,16 - 19,1,YES,4.0,3224
TRAFFIC VIOLATION,EG51526     ,CITATION ISSUED,M,BLACK,21 - 30,02/16/2023,04:02:00,7TH STREET RD                                               ,4TH DIVISION,BEAT 3,M,BLACK,51 - 60,0,YES,,3225
TRAFFIC VIOLATION,EG51533     ,CITATION ISSUED,M,WHITE,31 - 40,02/05/2023,23:00:00,PRESTON HWY / FERN VALLEY RD                                ,7TH DIVISION,BEAT 6,F,WHITE,31 - 40,1,NO,,3226
TRAFFIC VIOLATION,EG51536     ,CITATION ISSUED,M,WHITE,31 - 40,02/01/2023,00:40:00,BEULAH CHURCH RD/BARDSTOWN RD                               ,7TH DIVISION,BEAT 1,F,WHITE,31 - 40,0,NO,,3227
TRAFFIC VIOLATION,EG51537     ,CITATION ISSUED,M,WHITE,31 - 40,02/04/2023,03:21:00,BARDSTOWN RD / BARTLEY DR                                   ,7TH DIVISION,BEAT 2,F,WHITE,26 - 30,0,NO,,3228
TRAFFIC VIOLATION,EG51538     ,CITATION ISSUED,M,WHITE,31 - 40,02/04/2023,23:08:00,BEULAH CHURCH RD / FEGENBUSH LN                             ,7TH DIVISION,BEAT 3,M,WHITE,51 - 60,0,NO,,3229
TRAFFIC VIOLATION,EG51539     ,CITATION ISSUED,M,WHITE,31 - 40,02/05/2023,02:55:00,I 0265 MM22                                                 ,7TH DIVISION,BEAT 2,M,HISPANIC,20 - 25,1,NO,,3230
TRAFFIC VIOLATION,EG51540     ,CITATION ISSUED,M,WHITE,31 - 40,02/05/2023,03:28:00,OUTER LOOP / JUDGE                                          ,7TH DIVISION,BEAT 5,M,BLACK,26 - 30,0,NO,,3231
TRAFFIC VIOLATION,EG51544     ,CITATION ISSUED,M,HISPANIC,21 - 30,02/08/2023,19:48:00,I 0065                                                      ,7TH DIVISION,BEAT 6,M,BLACK,26 - 30,0,NO,,3232
TRAFFIC VIOLATION,EG51668     ,CITATION ISSUED,M,WHITE,51 - 60,02/10/2023,16:16:00,BILLTOWN RD                                                 ,7TH DIVISION,BEAT 1,M,WHITE,41 - 50,0,NO,,3233
TRAFFIC VIOLATION,EG51669     ,CITATION ISSUED,M,WHITE,31 - 40,02/05/2023,04:14:00,BEULAH CHURCH RD / FEGENBUSH LN                             ,7TH DIVISION,BEAT 3,M,WHITE,16 - 19,0,NO,,3234
TRAFFIC VIOLATION,EG51704     ,CITATION ISSUED,M,WHITE,31 - 40,02/08/2023,23:57:00,N 22ND ST                                                   ,1ST DIVISION,BEAT 1,F,WHITE,41 - 50,0,NO,,3235
TRAFFIC VIOLATION,EG51717     ,CITATION ISSUED,M,WHITE,21 - 30,02/06/2023,00:22:00,E BROADWAY/ S CAMPBELL ST                                   ,1ST DIVISION,BEAT 5,M,WHITE,20 - 25,0,NO,,3236
TRAFFIC VIOLATION,EG51729     ,CITATION ISSUED,M,WHITE,21 - 30,02/23/2023,01:17:00,W BROADWAY                                                  ,1ST DIVISION,BEAT 5,F,WHITE,26 - 30,0,NO,,3237
TRAFFIC VIOLATION,EG51755     ,CITATION ISSUED,M,WHITE,31 - 40,02/05/2023,01:03:00,I264 E EXIT17B OFF RAMP TO KY155 N                          ,5TH DIVISION,BEAT 4,M,WHITE,16 - 19,1,NO,,3238
TRAFFIC VIOLATION,EG51759     ,CITATION ISSUED,M,WHITE,21 - 30,02/08/2023,19:07:00,100 BLOCK  @ 65N,6TH DIVISION,BEAT 2,M,WHITE,16 - 19,0,NO,,3239
TRAFFIC VIOLATION,EG51761     ,CITATION ISSUED,M,WHITE,31 - 40,02/06/2023,04:35:00,FERN VALLEY RD                                              ,7TH DIVISION,BEAT 6,M,HISPANIC,31 - 40,2,NO,,3240
TRAFFIC VIOLATION,EG51770     ,CITATION ISSUED,M,WHITE,31 - 40,02/09/2023,02:34:00,CANE RUN RD                                                 ,2ND DIVISION,BEAT 6,M,WHITE,51 - 60,1,NO,,3241
TRAFFIC VIOLATION,EG51775     ,CITATION ISSUED,M,WHITE,31 - 40,02/06/2023,05:15:00,E MANSLICK RD / SHEPHERDSVILLE RD                           ,7TH DIVISION,BEAT 5,M,WHITE,41 - 50,0,NO,,3242
TRAFFIC VIOLATION,EG51780     ,CITATION ISSUED,M,WHITE,31 - 40,02/07/2023,00:01:00,OUTER LOOP / SUMMER WOOD LN                                 ,7TH DIVISION,BEAT 3,M,WHITE,OVER 60,0,NO,,3243
TRAFFIC VIOLATION,EG51817     ,CITATION ISSUED,M,WHITE,31 - 40,02/06/2023,04:21:00,BRECKENRIDGE LN/TAYLORSVILLE RD                             ,6TH DIVISION,BEAT 5,M,WHITE,26 - 30,0,NO,,3244
TRAFFIC VIOLATION,EG51830     ,CITATION ISSUED,M,WHITE,51 - 60,02/02/2023,11:51:00,200 BLOCK  EAST AT TAYLORSVILLE,5TH DIVISION,BEAT 4,M,WHITE,41 - 50,1,NO,,3245
TRAFFIC VIOLATION,EG51842     ,CITATION ISSUED,M,WHITE,51 - 60,02/06/2023,13:28:00,FLAT ROCK RD                                                ,8TH DIVISION,BEAT 3,F,HISPANIC,31 - 40,0,NO,,3246
TRAFFIC VIOLATION,EG51870     ,CITATION ISSUED,M,WHITE,51 - 60,02/07/2023,10:10:00,SPRINGDALE RD                                               ,8TH DIVISION,BEAT 2,M,WHITE,OVER 60,0,NO,,3247
TRAFFIC VIOLATION,EG52061     ,CITATION ISSUED,M,BLACK,21 - 30,02/07/2023,10:53:00,FLOWERVALE LN                                               ,3RD DIVISION,BEAT 6,M,WHITE,41 - 50,0,YES,1.0,3248
TRAFFIC VIOLATION,EG52286     ,CITATION ISSUED,M,WHITE,51 - 60,02/01/2023,14:52:00,I-264E 9.6                                                  ,5TH DIVISION,BEAT 4,M,WHITE,20 - 25,0,NO,,3249
TRAFFIC VIOLATION,EG52342     ,CITATION ISSUED,M,BLACK,21 - 30,02/01/2023,12:58:00,VALLEY STATION RD                                           ,3RD DIVISION,BEAT 5,M,BLACK,20 - 25,0,YES,4.0,3250
TRAFFIC VIOLATION,EG52548     ,CITATION ISSUED,M,WHITE,51 - 60,02/01/2023,17:17:00,I-65S 129.4                                                 ,6TH DIVISION,BEAT 2,M,WHITE,41 - 50,0,NO,,3251
TRAFFIC VIOLATION,EG52655     ,CITATION ISSUED,M,WHITE,31 - 40,02/09/2023,13:12:00,FLOWERVALE LN / DIXIE HIGHWAY                               ,3RD DIVISION,BEAT 6,M,WHITE,OVER 60,0,NO,,3252
TRAFFIC VIOLATION,EG52664     ,CITATION ISSUED,M,WHITE,51 - 60,02/02/2023,09:09:00,I 0264E 10                                                  ,4TH DIVISION,BEAT 6,M,WHITE,41 - 50,0,NO,,3253
TRAFFIC VIOLATION,EG52665     ,CITATION ISSUED,M,WHITE,51 - 60,02/02/2023,09:17:00,I 0264E 10.6                                                ,4TH DIVISION,BEAT 6,M,WHITE,51 - 60,0,NO,,3254
TRAFFIC VIOLATION,EG52669     ,CITATION ISSUED,M,WHITE,51 - 60,02/02/2023,09:25:00,I 0264E AT 65 SPLIT                                         ,4TH DIVISION,BEAT 6,F,BLACK,20 - 25,0,NO,,3255
TRAFFIC VIOLATION,EG52670     ,CITATION ISSUED,M,WHITE,51 - 60,02/02/2023,09:39:00,I 0264E 11.6                                                ,4TH DIVISION,BEAT 6,M,WHITE,OVER 60,1,NO,,3256
TRAFFIC VIOLATION,EG52737     ,CITATION ISSUED,M,BLACK,51 - 60,02/02/2023,12:03:00,I 0064 W/B @ 13 MM                                          ,8TH DIVISION,BEAT 5,F,WHITE,31 - 40,0,NO,,3257
TRAFFIC VIOLATION,EG53229     ,CITATION ISSUED,M,BLACK,51 - 60,02/02/2023,12:10:00,I 0064 W/B @ 11 MM                                          ,,,M,WHITE,51 - 60,0,NO,,3258
TRAFFIC VIOLATION,EG53245     ,CITATION ISSUED,M,WHITE,51 - 60,02/02/2023,09:47:00,I-264E 12.2                                                 ,4TH DIVISION,BEAT 6,F,BLACK,41 - 50,0,NO,,3259
TRAFFIC VIOLATION,EG53590     ,CITATION ISSUED,M,WHITE,31 - 40,02/01/2023,19:06:00,DR W J HODGE ST / MAGAZIE ST                                ,1ST DIVISION,BEAT 2,F,WHITE,41 - 50,1,YES,4.0,3260
TRAFFIC VIOLATION,EG53591     ,CITATION ISSUED,M,WHITE,31 - 40,02/01/2023,19:20:00,DR W J HODGE ST / MAGAZIE ST                                ,1ST DIVISION,BEAT 2,M,BLACK,41 - 50,1,YES,4.0,3261
TRAFFIC VIOLATION,EG53595     ,CITATION ISSUED,M,WHITE,21 - 30,02/12/2023,20:01:00,1500 BLOCK  CRUMS LN,4TH DIVISION,BEAT 3,M,BLACK,16 - 19,0,NO,,3262
TRAFFIC VIOLATION,EG53854     ,CITATION ISSUED,M,BLACK,21 - 30,02/08/2023,13:52:00,I 0264E/ 10                                                 ,4TH DIVISION,BEAT 3,M,BLACK,31 - 40,1,NO,,3263
TRAFFIC VIOLATION,EG53872     ,CITATION ISSUED,M,WHITE,21 - 30,02/21/2023,22:45:00,2600 BLOCK  LINDSAY AVE,5TH DIVISION,BEAT 1,F,BLACK,26 - 30,1,YES,4.0,3264
TRAFFIC VIOLATION,EG53990     ,CITATION ISSUED,M,WHITE,21 - 30,02/11/2023,01:37:00,POPLAR LEVEL RD / GILMORE LN                                ,6TH DIVISION,BEAT 2,M,BLACK,51 - 60,0,NO,,3265
TRAFFIC VIOLATION,EG53992     ,CITATION ISSUED,M,WHITE,21 - 30,02/17/2023,00:07:00,S PRESTON ST/E LIBERTY                                      ,1ST DIVISION,BEAT 5,F,BLACK,41 - 50,0,NO,,3266
TRAFFIC VIOLATION,EG54311     ,CITATION ISSUED,M,WHITE,31 - 40,02/03/2023,02:40:00,BARDSTOWN RD                                                ,6TH DIVISION,BEAT 5,M,WHITE,31 - 40,1,NO,,3267
TRAFFIC VIOLATION,EG54315     ,CITATION ISSUED,M,WHITE,31 - 40,02/27/2023,01:09:00,BARDSTOWN RD / 264 W                                        ,5TH DIVISION,BEAT 4,M,BLACK,20 - 25,1,NO,,3268
TRAFFIC VIOLATION,EG54419     ,CITATION ISSUED,M,BLACK,21 - 30,02/11/2023,03:15:00,4100 BLOCK  CANE RUN RD,2ND DIVISION,BEAT 6,F,BLACK,41 - 50,1,YES,4.0,3269
TRAFFIC VIOLATION,EG54474     ,CITATION ISSUED,M,WHITE,21 - 30,02/13/2023,02:44:00,NEWBURG RD / BASHFORD MANOR LANE                            ,6TH DIVISION,BEAT 3,F,BLACK,20 - 25,3,NO,,3270
TRAFFIC VIOLATION,EG54727     ,CITATION ISSUED,M,WHITE,51 - 60,02/02/2023,09:55:00,I-264E BEFORE POPLAR LEVEL RD                               ,4TH DIVISION,BEAT 6,M,WHITE,26 - 30,0,NO,,3271
TRAFFIC VIOLATION,EG54740     ,CITATION ISSUED,M,WHITE,51 - 60,02/02/2023,10:04:00,I-264E AT POPLAR LEVEL RD                                   ,4TH DIVISION,BEAT 6,F,HISPANIC,41 - 50,2,NO,,3272
TRAFFIC VIOLATION,EG54741     ,CITATION ISSUED,M,WHITE,51 - 60,02/02/2023,10:17:00,I-264E 13.6                                                 ,4TH DIVISION,BEAT 6,M,HISPANIC,26 - 30,1,NO,,3273
TRAFFIC VIOLATION,EG54747     ,CITATION ISSUED,M,WHITE,51 - 60,02/02/2023,10:25:00,I-264E 14                                                   ,4TH DIVISION,BEAT 6,M,BLACK,OVER 60,0,NO,,3274
TRAFFIC VIOLATION,EG54774     ,CITATION ISSUED,M,WHITE,51 - 60,02/02/2023,10:33:00,I-264E 14.4                                                 ,4TH DIVISION,BEAT 6,F,BLACK,20 - 25,2,NO,,3275
TRAFFIC VIOLATION,EG54775     ,CITATION ISSUED,M,WHITE,51 - 60,02/02/2023,12:29:00,I-65S 130.2                                                 ,6TH DIVISION,BEAT 2,M,WHITE,20 - 25,0,NO,,3276
TRAFFIC VIOLATION,EG54779     ,CITATION ISSUED,M,WHITE,51 - 60,02/02/2023,12:40:00,I-65S 129.8                                                 ,6TH DIVISION,BEAT 2,F,WHITE,OVER 60,1,NO,,3277
TRAFFIC VIOLATION,EG54783     ,CITATION ISSUED,M,WHITE,51 - 60,02/02/2023,12:02:00,200 BLOCK  EAST AT 64,5TH DIVISION,BEAT 4,F,WHITE,16 - 19,2,NO,,3278
TRAFFIC VIOLATION,EG54785     ,CITATION ISSUED,M,WHITE,51 - 60,02/02/2023,12:50:00,I-65S 129.6                                                 ,6TH DIVISION,BEAT 2,M,BLACK,31 - 40,0,NO,,3279
TRAFFIC VIOLATION,EG54786     ,CITATION ISSUED,M,WHITE,51 - 60,02/02/2023,12:57:00,I-65S 129.2                                                 ,6TH DIVISION,BEAT 2,F,WHITE,31 - 40,2,NO,,3280
TRAFFIC VIOLATION,EG54817     ,CITATION ISSUED,M,WHITE,51 - 60,02/02/2023,13:02:00,200 BLOCK  WEST AT BEULAH CHURCH,7TH DIVISION,BEAT 2,M,BLACK,16 - 19,0,NO,,3281
TRAFFIC VIOLATION,EG54822     ,CITATION ISSUED,M,BLACK,51 - 60,02/02/2023,11:58:00,I 0264                                                      ,5TH DIVISION,BEAT 4,M,BLACK,20 - 25,0,NO,,3282
TRAFFIC VIOLATION,EG54829     ,CITATION ISSUED,M,WHITE,51 - 60,02/02/2023,14:33:00,GENE SNYDER FWY E/B 2.4                                     ,3RD DIVISION,BEAT 4,M,WHITE,41 - 50,0,NO,,3283
TRAFFIC VIOLATION,EG54855     ,CITATION ISSUED,M,WHITE,51 - 60,02/15/2023,19:08:00,I 0264 W 16                                                 ,5TH DIVISION,BEAT 4,M,HISPANIC,31 - 40,0,NO,,3284
TRAFFIC VIOLATION,EG54856     ,CITATION ISSUED,M,WHITE,51 - 60,02/15/2023,19:24:00,I 0264 E 15                                                 ,5TH DIVISION,BEAT 4,M,BLACK,31 - 40,0,NO,,3285
TRAFFIC VIOLATION,EG54857     ,CITATION ISSUED,M,WHITE,51 - 60,02/15/2023,20:31:00,I 0064 W 14                                                 ,8TH DIVISION,BEAT 5,M,WHITE,51 - 60,0,NO,,3286
TRAFFIC VIOLATION,EG54858     ,CITATION ISSUED,M,WHITE,51 - 60,02/15/2023,21:12:00,I 0264 W 18                                                 ,5TH DIVISION,BEAT 4,M,BLACK,20 - 25,0,NO,,3287
TRAFFIC VIOLATION,EG54859     ,CITATION ISSUED,M,WHITE,51 - 60,02/15/2023,22:04:00,I 0064 E 14                                                 ,8TH DIVISION,BEAT 5,M,BLACK,26 - 30,0,NO,,3288
TRAFFIC VIOLATION,EG54860     ,CITATION ISSUED,M,WHITE,51 - 60,02/17/2023,09:03:00,JOHNSONTOWN RD 5601                                         ,3RD DIVISION,BEAT 5,F,WHITE,26 - 30,0,NO,,3289
TRAFFIC VIOLATION,EG54861     ,CITATION ISSUED,M,WHITE,51 - 60,02/17/2023,09:23:00,DIXIE HWY NB                                                ,3RD DIVISION,BEAT 6,F,WHITE,31 - 40,0,NO,,3290
TRAFFIC VIOLATION,EG54862     ,CITATION ISSUED,M,WHITE,51 - 60,02/17/2023,09:31:00,DIXIE HWY NB                                                ,3RD DIVISION,BEAT 6,M,WHITE,41 - 50,0,NO,,3291
TRAFFIC VIOLATION,EG54863     ,CITATION ISSUED,M,WHITE,51 - 60,02/17/2023,09:35:00,DIXIE HWY NB                                                ,3RD DIVISION,BEAT 6,M,WHITE,20 - 25,0,NO,,3292
TRAFFIC VIOLATION,EG54864     ,CITATION ISSUED,M,WHITE,51 - 60,02/17/2023,09:46:00,12000 BLOCK  DIXIE HWY,3RD DIVISION,BEAT 6,F,WHITE,41 - 50,0,NO,,3293
TRAFFIC VIOLATION,EG54865     ,CITATION ISSUED,M,WHITE,51 - 60,02/17/2023,09:59:00,12000 BLOCK  DIXIE HWY,3RD DIVISION,BEAT 6,M,WHITE,20 - 25,0,NO,,3294
TRAFFIC VIOLATION,EG54866     ,CITATION ISSUED,M,WHITE,51 - 60,02/17/2023,10:05:00,12000 BLOCK  DIXIE HWY,3RD DIVISION,BEAT 6,F,WHITE,26 - 30,0,NO,,3295
TRAFFIC VIOLATION,EG54867     ,CITATION ISSUED,M,WHITE,51 - 60,02/17/2023,14:37:00,I 0064 W 14                                                 ,8TH DIVISION,BEAT 5,F,BLACK,20 - 25,0,NO,,3296
TRAFFIC VIOLATION,EG54868     ,CITATION ISSUED,M,WHITE,51 - 60,02/17/2023,14:46:00,I 0064 W 14                                                 ,8TH DIVISION,BEAT 5,F,WHITE,31 - 40,0,NO,,3297
TRAFFIC VIOLATION,EG54869     ,CITATION ISSUED,M,WHITE,51 - 60,02/17/2023,15:03:00,I 0064 W 13                                                 ,8TH DIVISION,BEAT 5,F,WHITE,41 - 50,0,NO,,3298
TRAFFIC VIOLATION,EG54870     ,CITATION ISSUED,M,WHITE,51 - 60,02/17/2023,15:14:00,I 0064 W 13                                                 ,8TH DIVISION,BEAT 5,M,BLACK,41 - 50,0,NO,,3299
TRAFFIC VIOLATION,EG54871     ,CITATION ISSUED,M,WHITE,51 - 60,02/17/2023,15:22:00,I 0064 W 12                                                 ,8TH DIVISION,BEAT 5,M,WHITE,OVER 60,0,NO,,3300
TRAFFIC VIOLATION,EG54872     ,CITATION ISSUED,M,WHITE,51 - 60,02/17/2023,15:39:00,I 0064 E 14                                                 ,8TH DIVISION,BEAT 5,M,WHITE,16 - 19,0,NO,,3301
TRAFFIC VIOLATION,EG54873     ,CITATION ISSUED,M,WHITE,51 - 60,02/17/2023,16:01:00,I 0064 W 22                                                 ,8TH DIVISION,BEAT 3,M,HISPANIC,31 - 40,0,NO,,3302
TRAFFIC VIOLATION,EG54874     ,CITATION ISSUED,M,WHITE,51 - 60,02/20/2023,14:26:00,I 0064 W 14                                                 ,8TH DIVISION,BEAT 5,F,BLACK,31 - 40,0,NO,,3303
TRAFFIC VIOLATION,EG54875     ,CITATION ISSUED,M,WHITE,51 - 60,02/20/2023,14:44:00,I 0064 W 14                                                 ,8TH DIVISION,BEAT 5,F,WHITE,31 - 40,0,NO,,3304
TRAFFIC VIOLATION,EG54876     ,CITATION ISSUED,M,WHITE,51 - 60,02/20/2023,14:51:00,I 0064 W 14                                                 ,8TH DIVISION,BEAT 5,M,BLACK,41 - 50,0,NO,,3305
TRAFFIC VIOLATION,EG54877     ,CITATION ISSUED,M,WHITE,51 - 60,02/20/2023,14:57:00,I 0064 W 13                                                 ,8TH DIVISION,BEAT 5,F,BLACK,31 - 40,0,NO,,3306
TRAFFIC VIOLATION,EG54878     ,CITATION ISSUED,M,WHITE,51 - 60,02/20/2023,15:05:00,I 0064 W 12                                                 ,8TH DIVISION,BEAT 5,M,BLACK,41 - 50,0,NO,,3307
TRAFFIC VIOLATION,EG54879     ,CITATION ISSUED,M,WHITE,51 - 60,02/20/2023,15:14:00,I 0064 W 12                                                 ,8TH DIVISION,BEAT 5,M,WHITE,26 - 30,0,NO,,3308
TRAFFIC VIOLATION,EG54880     ,CITATION ISSUED,M,WHITE,51 - 60,02/20/2023,15:34:00,I 0064 W 16                                                 ,,,M,WHITE,26 - 30,0,NO,,3309
TRAFFIC VIOLATION,EG54881     ,CITATION ISSUED,M,WHITE,51 - 60,02/20/2023,15:51:00,I 0064W 14                                                  ,8TH DIVISION,BEAT 5,M,BLACK,31 - 40,0,NO,,3310
TRAFFIC VIOLATION,EG54882     ,CITATION ISSUED,M,WHITE,51 - 60,02/20/2023,16:25:00,I 0064 W 22                                                 ,8TH DIVISION,BEAT 3,F,WHITE,41 - 50,0,NO,,3311
TRAFFIC VIOLATION,EG54883     ,CITATION ISSUED,M,WHITE,51 - 60,02/20/2023,17:34:00,I 0064 W 22                                                 ,8TH DIVISION,BEAT 3,M,WHITE,20 - 25,0,NO,,3312
TRAFFIC VIOLATION,EG54884     ,CITATION ISSUED,M,WHITE,51 - 60,02/23/2023,19:12:00,I 0064 W 14                                                 ,8TH DIVISION,BEAT 5,M,BLACK,31 - 40,0,NO,,3313
TRAFFIC VIOLATION,EG54885     ,CITATION ISSUED,M,WHITE,51 - 60,02/23/2023,19:17:00,I 0064 W 13                                                 ,8TH DIVISION,BEAT 5,F,WHITE,26 - 30,0,NO,,3314
TRAFFIC VIOLATION,EG54886     ,CITATION ISSUED,M,WHITE,51 - 60,02/23/2023,19:26:00,I 0264 W 17                                                 ,5TH DIVISION,BEAT 4,M,WHITE,20 - 25,0,NO,,3315
TRAFFIC VIOLATION,EG54887     ,CITATION ISSUED,M,WHITE,51 - 60,02/23/2023,19:49:00,I 0065 S 129                                                ,6TH DIVISION,BEAT 2,M,WHITE,41 - 50,0,NO,,3316
TRAFFIC VIOLATION,EG54888     ,CITATION ISSUED,M,WHITE,51 - 60,02/23/2023,20:10:00,GENE SNYDER FWY W 3                                         ,3RD DIVISION,BEAT 4,M,WHITE,16 - 19,0,NO,,3317
TRAFFIC VIOLATION,EG54889     ,CITATION ISSUED,M,WHITE,51 - 60,02/23/2023,20:19:00,GENE SNYDER FWY W 3                                         ,3RD DIVISION,BEAT 4,M,WHITE,41 - 50,0,NO,,3318
