OBJECTID,OHV_AREA_ID,OHV_AREA_NM,OHV_AREA_NR,ADMIN_ST,ADM_UNIT_CD,ADMU_NM,LUPA_ID,LUP_NM,ROD_DT,LUP_OHV_DSGNTN,OHV_LMTN_CD,OHV_LMTN_TX,LUP_DCLR_ACRES,GIS_ACRES,BLM_ACRES,GlobalID,SHAPE_Length,SHAPE_Area
718,OHV-CO-CON02000-219,,219,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,122.25967519,121.01331918,{95302D12-D70A-452D-BE9A-BE31A810F764},3248.03885034565,494767.351759214
719,OHV-CO-CON02000-220,,220,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,1108.26256006,1101.66040807,{94308E65-CB82-4DE5-8F00-00A8C747C535},13438.0238584693,4484979.45888031
720,OHV-CO-CON02000-221,,221,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,1471.52884344,1471.2058629,{1336BB28-FED3-4E18-A07B-C5AD617BE8B9},11054.7682529947,5955065.95080549
721,OHV-CO-CON02000-222,,222,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,8.91906761,8.91906761,{D19C549A-69E5-415B-B6CC-37811DCAD28B},973.318776826607,36094.1860520846
722,OHV-CO-CON02000-223,,223,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,80.25689331,79.18071043,{2D3EA233-4CBB-477C-9FBD-CC4BDDFF2EFC},2420.62823846058,324788.124142538
723,OHV-CO-CON02000-224,,224,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,31.52001076,31.39269634,{F34952B7-90AC-453B-8AB3-FE79DCCAF6C7},2030.23519128679,127556.957991505
724,OHV-CO-CON02000-225,,225,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,33.19733852,32.88668677,{D6BF1B8A-4C22-433C-8936-7824E3B74F7E},1786.74918840113,134344.862587901
725,OHV-CO-CON02000-226,,226,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,37.71460637,37.56775482,{11D94AD8-DE6B-48E9-BA55-D5CFB5BB9320},1563.21041432749,152625.59701919
726,OHV-CO-CON02000-227,,227,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,23.9592257,23.82630709,{23C79A88-3286-4C0A-814E-76518C58F0AA},1595.39236542729,96959.5463799966
727,OHV-CO-CON02000-228,,228,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,156.36013779,156.00074886,{C8B799B1-FC0A-4D24-A3F6-1DEA947CB89F},3908.73595062079,632767.027809484
728,OHV-CO-CON02000-229,,229,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,453.65675685,453.1734955,{A40F472A-16D6-4E47-9F92-7CA60D662F6C},7873.67470746653,1835883.76000687
729,OHV-CO-CON02000-230,,230,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,34.95181601,34.25053026,{E0D640FB-DB66-4107-9DF7-F4F3D64F50A6},1817.67086314599,141444.98110505
730,OHV-CO-CON02000-231,,231,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,40.39909753,39.66300013,{2FE5BED3-C630-4659-A467-B55B839F7CCB},1617.36727925417,163489.347286568
731,OHV-CO-CON02000-232,,232,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,37.36362152,37.36324216,{9EC89041-BCB5-4796-8AEA-0ACBD1107800},2084.48398298919,151205.211727619
732,OHV-CO-CON02000-233,,233,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,40.52995694,39.23956838,{522855CA-BB0A-41E9-B5E4-DC7936990FE1},1619.9733012243,164018.916550606
733,OHV-CO-CON02000-234,,234,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,78.19594168,76.70312124,{A8975C47-6328-4FE2-800D-364604150AAD},2397.3788493736,316447.748774376
734,OHV-CO-CON02000-235,,235,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,1549.95357888,1547.47193167,{D12CF147-8B2A-467D-AF8D-349E79D13134},20074.2414047593,6272439.59513039
735,OHV-CO-CON02000-236,,236,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,536.74283574,535.87601208,{18231475-A765-4324-BE7F-97CB235BB27F},8607.05788247818,2172121.19199281
736,OHV-CO-CON02000-237,,237,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,161.53130802,159.70828604,{C9A40A2F-DDE9-4652-9620-A441491D6598},4036.8019939796,653694.0112751
737,OHV-CO-CON02000-238,,238,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,40.78361445,40.31992321,{7792891D-BE34-4A46-ACF6-B1F87A1232BA},1625.09976514574,165045.432058012
738,OHV-CO-CON02000-239,,239,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,1214.75102323,1210.4527017,{15CEA924-9E1B-4FF6-BC97-0DAE40F5E3A5},10944.0265693652,4915922.97996497
739,OHV-CO-CON02000-240,,240,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,366.89592265,362.38965144,{3752CDD9-E58D-4647-9A2C-E24B6C67192F},5371.75532488345,1484775.12094258
740,OHV-CO-CON02000-241,,241,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,7426.01774378,7398.5872237,{DAD22FC9-25E8-4EA7-83CF-9FF8EB24A46F},56552.7980051781,30052027.5992747
741,OHV-CO-CON02000-242,,242,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,75.32610495,37.76649793,{31874755-CBA5-4A8F-AE9B-6FE68A18B5DA},2328.07042827353,304833.931609626
742,OHV-CO-CON02000-243,,243,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,174.68269731,174.27665552,{6D1E0043-08BB-445A-AA29-9DFF5F0AA355},3394.81330846459,706915.795471771
743,OHV-CO-CON02000-244,,244,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,36.69642924,33.63681164,{70AF5C25-8020-4DFD-B2EB-8F4CE6EC1CC3},1541.6521013728,148505.180346707
744,OHV-CO-CON02000-245,,245,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,39.61338703,39.21335872,{563C2FD8-7E74-44F6-B517-50B4376C9B1D},1601.64390645929,160309.689701487
745,OHV-CO-CON02000-246,,246,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,1525.62773394,1523.65380909,{36A845D9-8D62-4F82-BBA3-DBBF9C738024},18781.2079294447,6173996.39330555
746,OHV-CO-CON02000-247,,247,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,238.81528504,237.02352003,{517B3B8C-3D3E-4C50-82D2-171BE69A43B2},4020.89715448893,966451.170019508
747,OHV-CO-CON02000-248,,248,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,441.70527948,420.43380179,{C4A8ABF6-0265-4751-A9F0-C95D001FB596},6132.02987406078,1787517.847056
748,OHV-CO-CON02000-249,,249,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,225.90235662,225.76119062,{9C10B57D-8051-43A5-A359-158ABC0BBA19},5358.2629595759,914194.402737485
749,OHV-CO-CON02000-250,,250,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,3154.92621282,3144.79206493,{9307D3C9-A965-436D-BFC2-C9F86BC8342F},29134.2069792855,12767533.4065425
750,OHV-CO-CON02000-251,,251,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,1548.48850652,1542.57990267,{C7CC75C1-F510-40D2-B3A7-466FC014F8AA},12592.8077038813,6266510.65762253
751,OHV-CO-CON02000-252,,252,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,23.98048894,23.86312191,{FF0D18A2-DCA1-4150-9CE4-C73730D16460},1378.86727306436,97045.5956912401
752,OHV-CO-CON02000-253,,253,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,458.57159021,458.54321506,{55DB0924-1CE4-4F00-9A10-1312A468ABD9},10107.2078346981,1855773.38498986
753,OHV-CO-CON02000-254,,254,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,116.6520653,116.55912632,{934A723F-76D5-431A-A5C4-B78A292F4B2D},3179.87641970735,472074.159633913
754,OHV-CO-CON02000-255,,255,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,411.58396966,408.5470248,{3922E81C-EFBE-4A73-8281-49B8C541B91E},6438.81783617526,1665621.23095586
755,OHV-CO-CON02000-256,,256,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,80.77716085,80.08838796,{01306392-3E97-4488-A488-051AC98C22C3},2435.0539682808,326893.572187016
756,OHV-CO-CON02000-257,,257,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,142.13588004,141.38425317,{91D696A1-69B7-485E-B18C-69A10545B4B5},3882.34360142566,575052.494654677
757,OHV-CO-CON02000-258,,258,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,500.42586,499.4863361,{1BEE7A1C-B46C-4F33-94B8-1068250BD966},7783.74889337999,2025151.60549493
758,OHV-CO-CON02000-259,,259,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,10.05755377,9.26812864,{1EA86F26-FDF2-4AFE-9FC9-C4A9C5C7E2D7},815.269575495938,40701.4760685585
759,OHV-CO-CON02000-260,,260,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,610.98158404,608.53303241,{5210B80A-3356-4E45-ADB8-A7E8D3531E05},8235.92786246344,2472554.74734675
760,OHV-CO-CON02000-261,,261,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,38.11385385,28.93822932,{6897408C-A14E-4499-B1B4-013B58E27221},1587.12255181388,154241.29422566
761,OHV-CO-CON02000-262,,262,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,772.83954277,722.4178089,{69167B16-8018-4331-B7C4-88FEDDA08C4B},8274.72641020639,3127570.66713966
762,OHV-CO-CON02000-263,,263,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,242.83321476,191.36717343,{2761DF06-93A0-4C2B-BA65-00E50610A1B2},5556.74193903338,931429.473096274
763,OHV-CO-CON02000-264,,264,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,79.21162965,79.17683965,{1E9C4008-FFCC-4F05-9241-38F3DE9B6D9C},2410.83541336505,320558.092190206
764,OHV-CO-CON02000-265,,265,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,244.00603019,224.84883649,{E07C3BA8-A577-4DED-A7BB-FD4FC2D5DD73},6691.15744740648,987457.370369543
765,OHV-CO-CON02000-266,,266,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,40.13178963,39.51713927,{1A46D054-042E-407E-8437-061ABA2119DF},1612.68464226513,162407.590596089
766,OHV-CO-CON02000-267,,267,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,119.75207614,117.00308279,{4371EAF0-54D0-4DED-BDED-E4E2ED5196E1},3218.97205422329,484619.45840817
767,OHV-CO-CON02000-268,,268,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,1659.58987655,1608.49383499,{3115EDBC-7B03-41B5-ABEC-667FB198BA5D},15247.0435073498,6601011.94920435
768,OHV-CO-CON02000-269,,269,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,327.26442078,324.30836069,{B7D3FFA4-745F-4DBC-92BB-2CF7CF26F283},6276.35776943829,1324392.12306685
769,OHV-CO-CON02000-270,,270,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,335.67875721,317.49400863,{40DD656D-E37C-4943-8137-34E121A214C9},5007.70633626197,1358443.73449844
770,OHV-CO-CON02000-271,,271,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,574.31679904,556.24114607,{209093BC-9115-4217-A899-A6AE7B93CC7B},8985.8856125715,2324177.62667052
771,OHV-CO-CON02000-272,,272,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,4641.22082933,4576.39712148,{6F3031A7-6631-4629-BE86-11ABCC0CFB1A},24602.4735986558,18782354.3209326
772,OHV-CO-CON02000-273,,273,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,19350.22924443,19287.29117636,{80C52C24-A2C9-4724-85AE-7955FFB3AA2B},104439.118734278,78197350.5095345
773,OHV-CO-CON02000-274,,274,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,80.76167747,80.63115132,{45C951BB-CE40-41D9-BC02-75FC361E0568},2743.04271912359,326830.913157141
774,OHV-CO-CON02000-275,,275,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,121.91598027,120.57468621,{47CC5F71-F961-4691-A4A0-765E9674FA57},3249.36938194908,493376.467765087
775,OHV-CO-CON02000-276,,276,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,41.27692663,39.13604009,{FEB70EE2-3276-4FCC-8A38-A71798D078A0},1635.2905510356,167041.795648595
776,OHV-CO-CON02000-277,,277,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,419.47108866,418.49971954,{22612F61-1E2C-4E7C-8F2F-C6DB0E641772},5798.83251933864,1697539.26914706
777,OHV-CO-CON02000-278,,278,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,290.14852454,287.37027857,{A7BE8473-CD35-4E6F-A490-B3A5786B2D3B},6399.48595892658,1174189.41998535
778,OHV-CO-CON02000-279,,279,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,166.53727732,164.69465905,{2FEFBB80-A3C9-4722-9635-2DBF276A04A2},4122.53716170491,673952.450280992
779,OHV-CO-CON02000-280,,280,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,39.60868717,34.75348482,{0DBD4B4E-F803-4105-A894-8BF4E2167CA9},1696.53763097056,177168.729108068
780,OHV-CO-CON02000-281,,281,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,80.04901974,77.89372649,{51A3D7AB-E054-4603-A997-0CB9224DC0F6},2397.13009929482,323946.8896583
781,OHV-CO-CON02000-282,,282,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,40.02144675,38.15952451,{F78151D8-5CAC-4870-908D-6F620FDAAAFA},1609.82138172539,161961.048820844
782,OHV-CO-CON02000-283,,283,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,630.95108997,630.59552134,{27103312-E44A-4AC0-813A-050763FFBA4C},6398.99325633736,2553368.47066713
783,OHV-CO-CON02000-284,,284,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,80.50651002,78.06689513,{1C53C541-DE3E-413C-A29E-0C2FBC13FFBD},2421.69255989225,325798.287129023
784,OHV-CO-CON02000-285,,285,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,193.72509044,188.51252414,{E6CC83BF-7CC3-498F-A0E7-1836F473E44F},4757.52182310094,783977.626424478
785,OHV-CO-CON02000-286,,286,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,1567.64369322,1556.07024406,{B2C90FAA-AFFE-4575-A642-A5C45C86EE88},19689.8100593558,6344028.94795843
786,OHV-CO-CON02000-287,,287,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,813.62017956,802.86598571,{F70365B7-79CF-46C5-A139-6BE1613AC189},11118.339655211,3292604.04903324
787,OHV-CO-CON02000-288,,288,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,479.91931232,477.82460879,{97900B77-EBB6-4E5C-BB81-8DA13DD6C2A5},8871.74711196577,1942164.55128725
788,OHV-CO-CON02000-289,,289,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,40.10337417,39.6046429,{7A6C1965-2950-4C30-949A-BBF92B46F9EF},1611.42898071903,162292.597332614
789,OHV-CO-CON02000-290,,290,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,855.77439502,855.71611117,{2CF92A99-75D1-4C3B-B6BA-2F1801A2E2C9},10037.6240222891,3463196.10660501
790,OHV-CO-CON02000-291,,291,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,40.90359802,40.49658686,{935CE142-E40A-43D6-8FF8-57163266B7A2},1628.35645557629,165530.988346273
791,OHV-CO-CON02000-292,,292,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,62.81362826,62.81362826,{03D22C8E-BB29-4D35-9F1E-DD6CD4DD6C74},2239.27058194191,254197.734939459
792,OHV-CO-CON02000-293,,293,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,37.52845898,36.47743542,{793D1448-D1E4-456C-997F-6DA0BBE45AB2},1559.18448842424,151872.285258941
793,OHV-CO-CON02000-294,,294,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,1.76846915,1.76846915,{CAD3EE11-AD08-480D-8BE2-0F77A7DA809E},468.512100263514,7156.740719868
794,OHV-CO-CON02000-295,,295,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,82.77686084,82.53373516,{929D69E3-7E0A-45DA-A8A0-DF5A873255AB},2473.99360111952,334986.070933466
795,OHV-CO-CON02000-296,,296,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,203.52223948,199.88945488,{A5145A35-9562-430B-916E-59014CF9159B},4054.44893498721,823625.281942497
796,OHV-CO-CON02000-297,,297,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,120.37140981,120.37140981,{02B068CE-17C2-43ED-8875-C1144752723C},3224.28321225588,487125.812856309
797,OHV-CO-CON02000-298,,298,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,938.81135736,938.07556298,{76D4557E-ECD1-4C71-BF51-41B08FC7C8C4},17381.4651539892,3799234.77095699
798,OHV-CO-CON02000-299,,299,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,41.86606587,41.45393403,{B2E885C8-5F39-4EAD-AC45-5EBE69043BF7},2368.98870730604,169425.957548568
799,OHV-CO-CON02000-300,,300,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,1.19990842,1.12900947,{0BF467D7-5E82-4CF1-9151-6D8647C09CFD},375.401892074821,4855.8571123556
800,OHV-CO-CON02000-301,,301,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,2.39487703,2.39487703,{56530CA2-A563-4F1B-974D-C7B3242F6709},414.330774266254,9691.72347629362
801,OHV-CO-CON02000-302,,302,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,142.4013648,141.59879905,{CD1C710C-9D1C-4C1B-89DF-74CAFDDECADF},3409.33224319399,576277.877705221
802,OHV-CO-CON02000-303,,303,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,117.97109278,116.75668405,{574E0FDD-4E87-426B-8080-D70AE3D92C19},3185.10452499084,477412.074485984
803,OHV-CO-CON02000-304,,304,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,12.37745474,12.17931366,{41BF12BD-CC07-4261-8A40-94DE05733E8C},1123.90568710609,50089.7822184094
804,OHV-CO-CON02000-305,,305,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,8.04234881,7.85608691,{E425F2D2-2C62-476E-BEEF-DFCCD0C5F8AB},793.609661999713,32546.2309208165
805,OHV-CO-CON02000-306,,306,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,11.70077052,11.44736573,{2DB85B30-4E17-4E10-A1D6-EED3F494C87C},1082.79978850943,47351.3383073581
806,OHV-CO-CON02000-307,,307,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,1.14679497,1.146795,{D60AE8D3-C7FA-411F-A032-6151544A171D},374.362306621461,4640.91460269379
807,OHV-CO-CON02000-308,Platte River Contiguous,308,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Closed,,,3115000.0,33.49603623,32.85762547,{3E4B3BF4-213C-47A5-91B4-9AF0CD93F722},1567.40520792404,135553.649356424
808,OHV-CO-CON02000-309,Troublesome WSA,309,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Closed,,,3115000.0,8135.89016673,7873.53328759,{BC855F00-8FB2-43BB-AEB6-5E7A92CD78CC},50881.764739399,32083671.8784332
809,OHV-CO-CON02000-310,NP Research Nat. Area,310,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,320.44533408,317.85566022,{2BE91A05-49C4-4E41-824E-5F71259BD66C},5851.9406500816,1296693.53841677
810,OHV-CO-CON02000-311,Ammonite Site,311,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Closed,,,3115000.0,199.66192452,197.74307142,{E0746F9A-59E1-4A7B-AEF8-823999F62895},4782.6067794607,807961.623614004
811,OHV-CO-CON02000-312,NSH Open Sand,312,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Open,,Designation,3115000.0,138.50829996,138.50829996,{3310B736-FEA6-472E-A493-2D970D480DF1},4281.00286609479,560523.203241323
812,OHV-CO-CON02000-313,Wolford OHV Play Area,313,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Open,,Proposed Expansion,3115000.0,37.31397802,37.31397802,{F982CAD1-7772-4AA8-AEFF-623B9DA9E031},2736.63072334277,150991.33286388
814,OHV-CO-CON02000-315,Wolford OHV Play Area,315,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Open,,Proposed Expansion,3115000.0,0.75477775,0.75477775,{535B0108-9251-45F2-95BE-5525C1DE3614},412.129618818861,3054.477172172
