OBJECTID,SampleDate,Location,Ph,Temperature,DissolvedOxygen,Conductivity,BiologicalOxygenDemand,TotalSuspendedSolids,EColi,Ammonia,Nitrate,Weather,R_Humidity,WindSpeed,WindGust,FrozenOver,Comments,LocationID,GlobalID
24490,2013/06/20 09:25:00+00,Skunk Creek @ Marion Road,8.45,21.15,7.62,1.402,4.8,78.0,178.0,0.04,1.4,,,,,No,,26D,{162E778F-3E96-4684-9C49-C2BBA6FB3027}
24491,2013/06/25 09:25:00+00,Skunk Creek @ Marion Road,8.36,22.09,6.95,1.198,4.7,186.0,3873.0,0.1,3.0,,,,,No,,26D,{BE5E3A11-6804-4ECD-B170-C31142C10E58}
24492,2012/07/02 09:21:00+00,Skunk Creek @ Marion Road,7.82,27.0,7.83,0.006,10.3,69.0,326.0,0.01,0.01,,,,,No,,26D,{1B91BC1C-98F7-4772-B966-C3C5F6CB03B2}
24493,2012/06/28 09:20:00+00,Big Sioux River @ I-90,7.72,23.62,8.41,0.005,6.0,77.0,81.0,0.01,0.54,,,,,No,,26C,{0D1FDC14-381C-486F-A301-9DC1CAE3C583}
24494,2012/07/13 09:20:00+00,Big Sioux River @ Timberline,8.0,23.5,8.15,0.008,4.4,41.0,291.0,0.02,8.8,,,,,No,,26B,{3B808165-EDF7-4B5B-9D02-48E112EC0F19}
24495,2012/08/14 09:20:00+00,Skunk Creek @ Marion Road,8.08,19.52,6.5,1.068,3.9,61.0,,0.02,0.01,,,,,No,,26D,{3C95DA65-7B10-4791-92DF-8CC23B3948C1}
24496,2012/08/17 09:20:00+00,Skunk Creek @ Marion Road,8.03,17.5,6.03,1.104,10.2,43.0,50.0,0.02,0.01,,,,,No,,26D,{4C916628-A718-47E8-80C3-C029CE99D7E0}
24497,2013/08/13 09:20:00+00,Skunk Creek @ Marion Road,8.76,20.57,6.63,0.85,5.1,43.0,1203.0,0.03,0.59,,,,,No,,26D,{27ADE013-99DF-40C0-8A05-1F25D358D5F0}
24498,2013/08/21 09:20:00+00,Big Sioux River @ I-90,8.88,24.75,5.73,0.974,3.0,37.0,58.0,0.01,0.01,,,,,No,,26C,{6F1FF9C9-2CD4-4DFE-8DAA-7D98FE832E49}
24499,2012/09/25 09:17:00+00,Skunk Creek @ Marion Road,7.7,12.65,6.15,1.455,2.5,49.0,62.0,0.02,0.01,,,,,No,,26D,{98887A62-AF82-4091-8177-711E2947334C}
24500,2012/06/11 09:15:00+00,Big Sioux River @ I-90,8.13,22.1,8.92,0.0,2.0,134.0,228.0,0.07,1.7,,,,,No,,26C,{99C5D883-6A1F-4257-AD11-298026D55DE3}
24501,2012/08/09 09:15:00+00,Big Sioux River @ Bahnson,8.41,22.35,4.79,1.254,7.2,40.0,238.0,0.09,4.7,,,,,No,,26A,{EC11CDC4-1830-4A96-A658-856DDBB3AAA4}
24502,2013/03/08 09:15:00+00,Big Sioux River @ Bahnson,7.15,2.25,12.32,1.887,4.1,20.0,326.0,0.23,8.3,,,,,No,,26A,{088C1EBC-0616-4F50-8922-C742465AAB0C}
24503,2012/09/28 09:13:00+00,Skunk Creek @ Marion Road,8.28,12.32,6.1,1.285,1.2,36.0,46.0,0.09,0.017,,,,,No,,26D,{10417522-16B0-465A-ABF7-BB0E09122BFC}
24504,2013/01/02 09:10:00+00,Big Sioux River @ Timberline,7.51,3.55,11.8,1.53,4.6,17.3,770.0,0.28,16.0,,,,,No,,26B,{E6E348CB-082A-4F73-81CE-3AF77C2F79B2}
24505,2013/04/25 09:10:00+00,Big Sioux River @ I-90,8.59,5.12,15.09,0.971,3.8,39.0,34.0,,1.9,,,,,No,,26C,{02583202-51DF-4792-8B72-3483CD41EA06}
24506,2014/03/20 09:10:00+00,Big Sioux River @ I-90,7.75,0.55,14.08,0.464,,23.0,,,2.0,,,,,No,,26C,{836698F9-23B2-4382-B684-C76D213407C1}
24507,2012/06/08 09:05:00+00,Skunk Creek @ Marion Road,8.88,22.0,9.33,0.0,4.2,140.0,172.0,0.02,1.3,,,,,No,,26D,{DB709CBB-C390-4027-81E6-6F08FC2C76D1}
24508,2012/07/13 09:05:00+00,Big Sioux River @ Bahnson,8.04,24.2,7.34,0.004,5.7,50.0,261.0,0.02,3.2,,,,,No,,26A,{BF846FEA-679B-4881-A31B-20657495B004}
24509,2013/04/29 09:05:00+00,Big Sioux River @ I-90,8.52,13.24,9.75,0.933,,96.0,30.0,,2.3,,,,,No,,26C,{D9BE71C6-E360-492A-8C29-E4B5A1394A27}
24510,2012/06/26 09:03:00+00,Big Sioux River @ Timberline,8.28,23.3,8.1,0.01,8.4,68.0,135.0,0.02,2.1,,,,,No,,26B,{E02E1C0E-2E28-4ACD-960F-B42786B7A8C2}
24511,2012/09/07 09:02:00+00,Skunk Creek @ Marion Road,8.56,18.21,5.19,1.161,4.5,4.5,411.0,0.04,0.018,,,,,No,,26D,{3E75907E-D0EB-4C44-A4B8-4EF3674531E4}
24512,2012/08/07 09:00:00+00,Skunk Creek @ Marion Road,8.8,23.6,4.95,1.08,4.8,68.0,81.0,0.02,0.01,,,,,No,,26D,{8EB632A5-625B-4FD6-A507-CBC58C3683D6}
24513,2012/08/17 09:00:00+00,Big Sioux River @ I-90,8.76,20.08,5.45,0.842,8.4,41.0,57.0,0.02,0.019,,,,,No,,26C,{0D34ED7F-E024-4FA1-B40C-C73F99FEDBC6}
24514,2013/06/20 09:00:00+00,Big Sioux River @ I-90,8.55,23.23,6.1,0.99,8.1,106.0,261.0,0.05,1.3,,,,,No,,26C,{C6FE0361-1D98-4B13-A822-C52C211442C0}
24515,2013/06/25 09:00:00+00,Big Sioux River @ I-90,8.44,22.88,8.13,0.888,4.4,173.0,2613.0,0.09,2.3,,,,,No,,26C,{262065A2-D32D-4678-BE78-E3EA5ADAC9D7}
24516,2013/07/26 09:00:00+00,Skunk Creek @ Marion Road,8.37,20.96,6.02,1.223,5.5,32.0,105.0,0.02,0.017,,,,,No,,26D,{BF172D63-04BD-4886-A00E-0CDD7DD4170B}
24517,2013/08/13 09:00:00+00,Big Sioux River @ I-90,8.98,21.23,7.07,0.921,2.2,24.0,160.0,0.01,0.85,,,,,No,,26C,{517AFD12-3C25-4C3A-A739-A9814075595B}
24518,2014/03/04 09:00:00+00,Big Sioux River @ Timberline,7.87,2.22,13.87,2.025,5.4,25.0,,,19.0,,,,,No,,26B,{482A7DAE-82D4-4D2C-B4A9-9B05331D9393}
24519,2012/08/14 08:55:00+00,Big Sioux River @ I-90,8.28,21.22,6.01,0.835,3.6,44.0,66.0,0.02,0.02,,,,,No,,26C,{5F269DD1-CE4B-4DAD-A714-598EB233F883}
24520,2012/06/28 08:52:00+00,Skunk Creek @ Marion Road,7.86,25.33,7.85,0.001,6.0,40.0,210.0,0.01,0.12,,,,,No,,26D,{654B4EA2-4A05-4E4D-9B63-2588DBA46075}
24521,2012/06/11 08:50:00+00,Skunk Creek @ Marion Road,8.42,21.4,8.83,0.0,4.0,48.0,135.0,0.03,2.0,,,,,No,,26D,{95096C9A-1063-441C-9257-1F0F41FB247B}
24522,2012/08/09 08:50:00+00,Big Sioux River @ I-90,8.36,23.34,4.96,0.881,5.0,65.0,214.0,0.04,0.02,,,,,No,,26C,{9CFD8B1C-5A92-4A16-9398-68E62D650365}
24523,2012/07/13 08:45:00+00,Big Sioux River @ I-90,8.31,24.2,7.6,0.004,4.5,48.0,86.0,0.02,0.01,,,,,No,,26C,{0048DB1D-8A10-4C81-8D2C-4FE5E0092701}
24524,2012/06/08 08:40:00+00,Big Sioux River @ I-90,8.29,22.6,10.9,0.0,4.7,61.0,126.0,0.02,2.1,,,,,No,,26C,{31456CBA-B71D-4F96-8C00-E1F5B432C82C}
24525,2012/06/26 08:40:00+00,Big Sioux River @ Bahnson,8.42,24.1,7.0,0.08,8.3,56.0,93.0,0.01,0.91,,,,,No,,26A,{7D0E2237-0A70-44EF-8153-385F751078D4}
24526,2012/07/10 08:40:00+00,Skunk Creek @ Marion Road,7.81,23.3,8.24,0.003,13.1,98.0,34.0,0.02,0.012,,,,,No,,26D,{60BFFFDD-4D08-4F35-B696-A2D938B1144D}
24527,2012/06/22 08:35:00+00,Big Sioux River @ Timberline,8.4,21.8,6.87,1.06,6.1,43.0,326.0,0.02,2.9,,,,,No,,26B,{E4894BDA-781D-449F-8E73-C7D46DB257D7}
24528,2013/07/26 08:35:00+00,Big Sioux River @ I-90,8.55,22.6,7.01,0.964,1.0,76.0,121.0,0.03,1.3,,,,,No,,26C,{D3E627B2-64E2-4293-8B12-FAD3D0252835}
24529,2012/08/09 08:25:00+00,Skunk Creek @ Marion Road,7.98,21.86,5.19,1.089,4.9,64.0,126.0,0.06,0.01,,,,,No,,26D,{9A9C7FB0-C056-465E-B177-DC438A9FB86E}
24530,2012/06/22 08:15:00+00,Big Sioux River @ Bahnson,8.45,22.4,7.18,1.032,7.9,51.0,272.0,0.03,0.75,,,,,No,,26A,{07FE7BCE-1187-42F5-A00B-9F8A31C591DD}
24531,2012/07/13 08:15:00+00,Skunk Creek @ Marion Road,8.23,23.6,8.4,0.003,9.5,100.0,104.0,0.02,0.039,,,,,No,,26D,{F5E123AA-4AAB-4D20-B8BB-3DD0CF398C9A}
24532,2012/06/26 08:10:00+00,Big Sioux River @ I-90,8.38,23.5,7.6,0.1,6.9,80.0,96.0,0.01,0.66,,,,,No,,26C,{62B950D4-F133-4D4A-A054-E2268D16317D}
24533,2012/06/22 07:45:00+00,Skunk Creek @ Marion Road,8.46,21.1,7.1,1.418,5.0,69.0,365.0,0.03,0.8,,,,,No,,26D,{4C7310B3-0907-45D9-A972-960E09AD0022}
24534,2012/06/26 07:45:00+00,Skunk Creek @ Marion Road,8.44,22.7,8.7,0.44,5.2,63.0,214.0,0.01,0.62,,,,,No,,26D,{019CB5AB-C288-45CF-AB69-9FC05694887B}
24535,2012/06/22 07:20:00+00,Big Sioux River @ I-90,8.39,22.3,6.75,0.884,7.7,61.0,148.0,0.02,0.28,,,,,No,,26C,{3C266F23-8FF7-4B4C-AD6F-C2EC7EFEA4ED}
24536,2013/08/23 02:20:00+00,Big Sioux River @ Timberline,8.62,24.17,6.65,1.117,4.7,31.0,178.0,0.03,4.8,,,,,No,,26B,{F914146E-361B-440D-B26A-EB9B96D294DD}
24537,2013/10/22 02:15:00+00,Big Sioux River @ Timberline,9.11,8.22,13.74,0.935,5.7,22.0,143.9,0.01,5.0,,,,,No,,26B,{033BE40E-B540-4F17-BEF4-C4C9C765CD7D}
24538,2013/10/22 02:10:00+00,Big Sioux River @ Bahnson,9.03,7.51,14.64,0.869,5.4,27.0,79.8,0.02,2.9,,,,,No,,26A,{083110CB-9A9A-42A5-A28B-F71AB6E3D478}
24539,2013/08/23 02:05:00+00,Big Sioux River @ Bahnson,8.55,24.81,6.78,0.948,4.2,41.0,146.0,0.03,2.0,,,,,No,,26A,{90B55CAC-039D-4000-AD70-1C735AE63339}
24540,2013/10/22 02:00:00+00,Big Sioux River @ Falls Park,8.93,6.87,13.51,0.944,5.0,13.0,95.9,0.02,0.67,,,,,No,,26E,{DA6AF75D-45AC-40BD-A17D-935B0D7C29B0}
24541,2013/08/23 01:45:00+00,Skunk Creek @ Marion Road,8.71,24.76,5.09,0.988,7.3,43.0,145.0,0.03,0.01,,,,,No,,26D,{7324B7C9-A8DE-45C2-8359-B5CBD3B0B9C8}
24542,2013/03/19 01:25:00+00,Big Sioux River @ Timberline,8.37,2.12,15.54,0.791,14.5,69.0,2420.0,0.02,7.4,,,,,No,,26B,{F9E6AFAD-6C1A-4CBA-B209-B45733F8D18F}
24543,2013/08/23 01:25:00+00,Big Sioux River @ I-90,8.46,23.61,6.12,0.936,4.4,26.0,50.0,0.04,0.028,,,,,No,,26C,{1F44F8DD-6396-4A05-93BD-F1829BFA9997}
24544,2013/10/22 01:15:00+00,Skunk Creek @ Marion Road,8.91,7.1,13.71,1.135,2.3,10.5,31.8,0.06,0.38,,,,,No,,26D,{745E1856-FD2F-4BD5-AC29-50C95798E4F6}
24545,2013/01/28 01:10:00+00,Big Sioux River @ Timberline,7.65,3.33,13.03,2.913,10.7,16.0,299.0,0.1,13.0,,,,,No,,26B,{84631124-99F8-4D4D-9D14-A2D04C12A6AC}
24546,2013/03/19 01:10:00+00,Big Sioux River @ Bahnson,9.03,2.15,15.84,0.695,14.2,49.0,99.0,0.88,3.4,,,,,No,,26A,{A9BDD119-8979-4F63-93F1-7767C44B32A5}
24547,2013/01/29 01:05:00+00,Big Sioux River @ Timberline,8.31,3.83,12.13,3.212,12.8,15.6,770.0,0.46,11.0,,,,,No,,26B,{443153AC-4ED3-4A66-96DF-49C13EE901F9}
24548,2013/05/21 01:05:00+00,Big Sioux River @ Timberline,8.84,18.06,8.91,1.013,6.3,49.0,39.0,,1.4,,,,,No,,26B,{7D5EDA34-2E03-44E2-B3CD-F41FE86914AD}
24549,2013/10/22 01:05:00+00,Big Sioux River @ I-90,9.24,7.18,14.28,0.87,4.5,21.0,216.4,0.01,1.7,,,,,No,,26C,{ACE884C1-E162-4943-BA10-BAC1A0EEC073}
24550,2013/01/28 01:00:00+00,Big Sioux River @ Bahnson,7.54,1.99,14.63,3.763,11.1,22.0,613.0,0.15,2.3,,,,,No,,26A,{B5B1D47A-A1D0-49C6-9017-DC76EB098E19}
24551,2013/10/28 00:00:00+00,Big Sioux River @ I-90,9.22,7.02,14.52,0.862,3.4,14.0,45.0,0.01,1.7,,,,,No,,26C,{CF8947DA-E168-448D-8705-08B7BCBABDF3}
24552,2013/10/28 00:00:00+00,Skunk Creek @ Marion Road,8.66,6.28,13.45,1.174,2.5,10.0,13.0,0.04,0.19,,,,,No,,26D,{C662478A-517D-42BB-A7AA-7F8670D0242C}
24553,2013/10/28 00:00:00+00,Big Sioux River @ Falls Park,8.89,6.41,12.29,0.994,2.9,8.5,39.0,0.02,1.2,,,,,No,,26E,{12C6A3D1-FA3C-42DA-998A-AC09EA95F95C}
24554,2013/10/28 00:00:00+00,Big Sioux River @ Bahnson,8.87,6.97,12.8,0.949,4.0,18.5,36.0,0.01,2.9,,,,,No,,26A,{4468B37F-C051-47D8-9D41-CC9AFA6288C6}
24555,2013/10/28 00:00:00+00,Big Sioux River @ Timberline,8.85,7.44,12.12,0.995,3.4,13.0,488.0,0.01,4.8,,,,,No,,26B,{A4380DAC-9AC3-43F5-9F2B-71533FC12F88}
24556,2013/10/31 00:00:00+00,Big Sioux River @ I-90,9.17,5.75,12.99,0.86,3.6,20.0,32.0,0.02,1.6,,,,,No,,26C,{E517BA46-D4B8-421A-A2C3-044D82A4BEED}
24557,2013/10/31 00:00:00+00,Skunk Creek @ Marion Road,8.79,6.37,12.96,1.135,2.8,5.0,33.0,0.07,0.15,,,,,No,,26D,{8451F84E-3AE8-44DE-92D4-84F6514F6225}
24558,2013/10/31 00:00:00+00,Big Sioux River @ Falls Park,8.89,6.01,12.66,0.956,3.4,9.2,61.0,0.02,1.3,,,,,No,,26E,{97230D05-E65B-450C-B99C-54420DED3750}
24559,2013/10/31 00:00:00+00,Big Sioux River @ Bahnson,8.88,6.47,12.03,0.973,1.2,11.0,64.0,0.07,3.7,,,,,No,,26A,{4092F092-D27C-49EC-88C7-AA491C98FB6C}
24560,2013/10/31 00:00:00+00,Big Sioux River @ Timberline,8.82,7.22,11.99,1.012,3.9,9.0,199.0,0.03,5.7,,,,,No,,26B,{337140C9-54AA-41D7-B775-D49DEE682519}
24561,2013/11/04 00:00:00+00,Big Sioux River @ I-90,9.12,6.1,12.55,0.882,3.4,18.0,43.0,0.02,1.6,,,,,No,,26C,{B5F2B82B-53E1-48EE-9A83-754352636707}
24562,2013/11/04 00:00:00+00,Skunk Creek @ Marion Road,8.55,6.76,12.1,1.204,1.7,15.5,9.0,0.03,0.01,,,,,No,,26D,{BAFE62C5-CC3F-4D45-9BD1-F144CAFC5B79}
24563,2013/11/04 00:00:00+00,Big Sioux River @ Falls Park,8.86,6.92,12.32,0.971,3.4,14.0,43.0,0.02,1.2,,,,,No,,26E,{1791694E-12D3-4BD3-8B1B-E2654DF85329}
24564,2013/11/04 00:00:00+00,Big Sioux River @ Bahnson,9.03,8.24,14.85,0.992,2.4,21.2,23.0,0.01,3.6,,,,,No,,26A,{7C930B05-D86B-403F-B50A-DC1748FF8370}
24565,2013/11/04 00:00:00+00,Big Sioux River @ Timberline,8.97,9.02,13.37,1.043,3.3,15.0,488.0,0.02,1.2,,,,,No,,26B,{3D3FE3AF-15DC-4C5F-AABC-CDDE15E058C8}
24566,2013/11/08 00:00:00+00,Big Sioux River @ I-90,9.22,3.63,15.19,0.895,3.5,23.0,15.0,0.01,1.7,,,,,No,,26C,{EE3B37C8-D7DD-488E-9E06-FB21EE05CCC9}
24567,2013/11/08 00:00:00+00,Skunk Creek @ Marion Road,8.64,3.38,14.05,1.263,3.7,22.0,10.0,0.01,0.087,,,,,No,,26D,{2534EA91-2844-47C1-9C5D-CBAC38FD4366}
24568,2013/11/08 00:00:00+00,Big Sioux River @ Falls Park,8.84,3.81,14.77,1.058,3.7,18.0,70.0,0.01,1.3,,,,,No,,26E,{3DB99E72-C5F5-4378-9819-2A73C1D57CF4}
24569,2013/11/08 00:00:00+00,Big Sioux River @ Bahnson,8.99,4.67,15.51,1.059,3.5,25.0,47.0,0.01,4.1,,,,,No,,26A,{BC9510CC-3F00-49D3-9AF3-E18F98CF54FC}
24570,2013/11/08 00:00:00+00,Big Sioux River @ Timberline,8.93,5.39,13.75,1.109,3.7,20.0,162.0,0.01,7.4,,,,,No,,26B,{C039FB9B-C5E4-4ECA-8858-7C4E67586B45}
24571,2013/11/12 00:00:00+00,Skunk Creek @ Marion Road,9.03,1.6,17.1,1.294,4.7,21.0,7.0,0.04,0.076,,,,,No,,26D,{EB450C98-AB64-4551-B682-8BE17A25850F}
24572,2013/11/12 00:00:00+00,Big Sioux River @ Falls Park,9.08,0.01,15.58,1.043,4.7,25.0,10.0,0.02,1.0,,,,,No,,26E,{9943359B-3EE9-431A-935C-BA0AE3FD2785}
24573,2013/11/12 00:00:00+00,Big Sioux River @ Bahnson,8.89,1.57,14.39,1.152,3.8,17.0,10.0,0.03,8.7,,,,,No,,26A,{C4FD6BAE-DFA7-452F-81A3-E79A5329FF93}
24574,2013/11/12 00:00:00+00,Big Sioux River @ Timberline,8.79,3.06,12.92,1.155,6.2,24.0,248.0,0.03,12.0,,,,,No,,26B,{15B93F1F-5877-4350-9601-71326D7E5D81}
24575,2013/11/13 00:00:00+00,Skunk Creek @ Marion Road,8.84,1.54,15.59,1.332,4.1,12.5,18.0,0.09,0.13,,,,,No,,26D,{A55F1745-5ACD-4F75-969E-5E8846ECEA5A}
24576,2013/11/13 00:00:00+00,Big Sioux River @ Falls Park,9.03,0.34,15.87,1.014,3.1,16.5,2.0,0.03,1.3,,,,,No,,26E,{CB6CBA8D-2AF5-4107-AE31-553DAA624181}
24577,2013/11/13 00:00:00+00,Big Sioux River @ Bahnson,8.74,1.61,14.7,1.186,3.1,11.5,21.0,0.04,8.9,,,,,No,,26A,{AF1E7FAB-B74C-4E84-9E1A-3C7ED337E694}
24578,2013/11/13 00:00:00+00,Big Sioux River @ Timberline,8.7,3.44,13.1,1.215,3.4,11.5,770.0,0.08,13.0,,,,,No,,26B,{F7E6F1EE-1F45-419D-9AC8-F8732EBAB28F}
24579,2013/11/18 00:00:00+00,Big Sioux River @ I-90,9.14,4.78,12.68,0.941,3.3,7.5,8.0,0.02,1.6,,,,,No,,26C,{32BD5FCB-B8E8-4241-AAAB-903F1E94FB0F}
24580,2013/11/18 00:00:00+00,Skunk Creek @ Marion Road,8.78,4.8,13.69,1.197,4.4,11.5,4.0,0.03,0.015,,,,,No,,26D,{655EAEFE-FC8D-4AB3-AECE-70D8C7D30A25}
24581,2013/11/18 00:00:00+00,Big Sioux River @ Falls Park,8.95,4.86,14.36,0.978,5.5,6.5,12.0,0.01,1.2,,,,,No,,26E,{4662D492-64A4-4C2B-81B2-348AEB6B7DF7}
24582,2013/11/18 00:00:00+00,Big Sioux River @ Bahnson,8.99,4.67,15.76,0.991,2.7,5.0,13.0,0.01,3.6,,,,,No,,26A,{62337D01-8774-48A5-BEF8-547880BA8448}
24583,2013/11/18 00:00:00+00,Big Sioux River @ Timberline,8.97,5.79,14.26,10.56,3.4,4.0,44.0,0.01,7.1,,,,,No,,26B,{2BC20C6A-1CC8-4B37-9D2F-F4B8DD21254B}
24584,2013/11/19 00:00:00+00,Big Sioux River @ I-90,9.25,4.05,12.95,0.89,2.6,9.0,8.0,0.01,1.6,,,,,No,,26C,{7F9233DD-285B-4F78-AAFE-D686B80B708B}
24585,2013/11/19 00:00:00+00,Skunk Creek @ Marion Road,8.78,2.53,12.95,1.235,4.1,13.0,4.0,0.03,0.032,,,,,No,,26D,{942862B2-6AA4-484A-BA98-A9492A364AAF}
24586,2013/11/19 00:00:00+00,Big Sioux River @ Falls Park,8.93,3.25,13.08,0.985,4.6,10.5,17.0,0.02,1.3,,,,,No,,26E,{F32B99C3-F64D-4974-82EF-86EBD3FD7D9B}
24587,2013/11/19 00:00:00+00,Big Sioux River @ Bahnson,8.88,3.29,12.77,1.017,4.2,8.5,26.0,0.01,4.6,,,,,No,,26A,{5AC7B3EB-17A8-450B-B2A5-EE2FB3C2A463}
24588,2013/11/19 00:00:00+00,Big Sioux River @ Timberline,8.87,3.87,13.05,1.053,3.7,9.0,249.0,0.01,6.3,,,,,No,,26B,{B6FBE2AC-AA68-408F-BC4E-E52106F3FEF7}
24589,2013/11/25 00:00:00+00,Big Sioux River @ Falls Park,9.43,0.63,10.43,1.105,5.6,4.5,11.0,0.03,1.4,,,,,No,,26E,{45D992E4-2174-40E7-A5D7-93F60F52CEFE}
24590,2013/11/25 00:00:00+00,Big Sioux River @ Bahnson,9.05,1.09,14.37,1.167,8.0,4.5,34.0,0.04,5.0,,,,,No,,26A,{0330AB6F-700C-4499-AA3E-56BD70728D33}
24591,2013/11/25 00:00:00+00,Big Sioux River @ Timberline,8.98,3.05,14.12,1.199,5.9,7.0,141.0,0.04,9.7,,,,,No,,26B,{685DD043-5328-4182-AE6A-1E58A0E6943C}
24592,2013/11/27 00:00:00+00,Big Sioux River @ Falls Park,9.24,0.52,14.44,1.112,3.2,12.0,4.0,0.1,1.5,,,,,No,,26E,{2764D837-B809-4C6C-A1F2-92E52DEFD42A}
24593,2013/11/27 00:00:00+00,Big Sioux River @ Bahnson,9.04,1.3,15.42,1.184,3.4,10.5,12.0,0.1,6.4,,,,,No,,26A,{5F8A7C07-8872-496C-BC1B-4E6E7F42DD9C}
24594,2013/11/27 00:00:00+00,Big Sioux River @ Timberline,8.88,2.67,14.89,1.24,3.3,14.2,260.0,0.12,12.0,,,,,No,,26B,{1780D5B0-640D-4B87-93B4-5F20F65E0F41}
24595,2013/12/04 00:00:00+00,Big Sioux River @ Falls Park,9.41,2.4,14.44,1.19,3.3,3.0,24.0,0.04,2.3,,,,,No,,26E,{0DE8C6B1-25C7-40CC-8C7A-59AF95B5E38D}
24596,2013/12/04 00:00:00+00,Big Sioux River @ Bahnson,9.35,0.37,13.12,1.178,2.6,4.5,16.0,0.03,5.7,,,,,No,,26A,{86EB49DB-72CE-4AF3-8FA3-5A9EFBB2A096}
24597,2013/12/04 00:00:00+00,Big Sioux River @ Timberline,9.12,0.57,14.9,1.226,2.4,11.7,249.0,0.03,7.6,,,,,No,,26B,{9B1530F0-56BC-4789-83A7-520383EDC2A6}
24598,2013/12/05 00:00:00+00,Big Sioux River @ Falls Park,8.36,1.95,15.47,1.331,2.7,3.2,108.0,0.03,2.1,,,,,No,,26E,{A0E692F7-11B2-4F0F-9792-6F1BF6B20B85}
24599,2013/12/05 00:00:00+00,Big Sioux River @ Timberline,8.5,1.92,14.1,1.322,4.5,3.7,488.0,0.05,14.0,,,,,No,,26B,{A196912C-E4CD-467A-A7A7-7A9188C6DBBA}
24600,2013/12/12 00:00:00+00,Big Sioux River @ Timberline,8.45,2.52,14.51,1.486,2.1,6.2,548.0,0.07,14.0,,,,,No,,26B,{8BFA2EDD-D3EA-408E-BD35-002BA048113E}
24601,2013/12/13 00:00:00+00,Big Sioux River @ Timberline,8.36,1.88,9.41,1.454,3.0,5.2,365.0,0.03,12.0,,,,,No,,26B,{7423AFFD-9746-4F74-AFCF-BC3702A2F99E}
24602,2013/12/19 00:00:00+00,Big Sioux River @ Falls Park,7.78,0.92,16.06,1.618,2.5,9.4,49.0,0.39,1.3,,,,,No,,26E,{A15E59AA-E389-4076-9A7A-A4D9F44FC8EF}
24603,2013/12/19 00:00:00+00,Big Sioux River @ Bahnson,7.76,0.92,15.38,1.41,2.1,5.7,179.0,0.22,6.9,,,,,No,,26A,{DB8ED23F-EE29-4476-AA5E-8FC5E1E0D344}
24604,2013/12/19 00:00:00+00,Big Sioux River @ Timberline,7.79,1.52,14.38,1.488,2.1,9.2,98.0,0.17,14.0,,,,,No,,26B,{B38F2F3F-DC22-4E31-892F-A1026F0F303F}
24605,2013/12/20 00:00:00+00,Big Sioux River @ Falls Park,8.27,0.98,15.78,1.587,2.6,,46.0,0.53,1.3,,,,,No,,26E,{9E32A158-BAF1-456B-9F38-F2843532DFED}
24606,2013/12/20 00:00:00+00,Big Sioux River @ Bahnson,8.23,0.06,16.95,1.397,3.7,,248.0,0.21,8.7,,,,,No,,26A,{C7D928F0-160D-48C2-9061-2C971BC4D5F7}
24607,2013/12/20 00:00:00+00,Big Sioux River @ Timberline,8.23,2.58,14.31,1.467,3.3,,238.0,0.2,13.0,,,,,No,,26B,{E43213C7-0B7C-41AC-A69B-68768E3A9AAC}
24608,2013/12/26 00:00:00+00,Big Sioux River @ Timberline,8.04,2.09,15.67,1.491,2.1,1.3,118.0,0.22,12.0,,,,,No,,26B,{49289BF6-1E71-49B9-BBED-C437D2309382}
24609,2013/12/27 00:00:00+00,Big Sioux River @ Timberline,8.12,3.75,15.2,1.48,3.5,2.8,69.0,0.25,11.0,,,,,No,,26B,{5365D0CA-9BB1-4052-A2DD-E9B7A380C675}
24610,2013/12/31 00:00:00+00,Big Sioux River @ Timberline,7.95,2.75,12.74,1.5,6.2,12.3,116.0,0.15,12.0,,,,,No,,26B,{008D9DEB-AF9E-41D5-80D1-25B5E81F1ADF}
24611,2014/01/02 00:00:00+00,Big Sioux River @ Timberline,8.03,1.72,13.62,1.565,3.6,3.7,291.0,0.22,14.0,,,,,No,,26B,{BD6C3C79-F16B-43B4-AA7C-FBEF0D410450}
24612,2014/01/07 00:00:00+00,Big Sioux River @ Timberline,8.23,3.55,14.78,1.523,5.2,3.8,,0.21,19.0,,,,,No,,26B,{97D568C9-66B1-40F5-B9A4-92CE01F38542}
24613,2012/10/19 00:00:00+00,Big Sioux River @ Falls Park,0.0,0.0,0.0,0.0,,,,0.05,,,,,,No,,26E,{4EF9665C-BA0C-4B71-9FE0-BCA1CC3699C6}
24615,2012/10/19 00:00:00+00,Big Sioux River @ Bahnson,0.0,0.0,0.0,0.0,,,,1.7,,,,,,No,,26A,{D0E214C8-E845-49CC-8397-91D14BE9E08D}
24616,2012/10/19 00:00:00+00,Big Sioux River @ Timberline,0.0,0.0,0.0,0.0,,,,1.16,,,,,,No,,26B,{02A890A2-F1A9-4A1E-8DD0-6287AFB73692}
24618,2014/04/07 21:58:00+00,Big Sioux River @ I-90,8.22,6.34,10.96,0.652,,81.0,,0.32,1.2,,,,,No,,26C,{FCDDE710-8883-49DB-999A-C4EE7A56FF6F}
24619,2014/04/07 10:18:00+00,Skunk Creek @ Marion Road,8.5,9.7,13.08,1.112,,43.0,,0.01,0.001,,,,,No,,26D,{90307248-E988-40AC-86D2-D23F9D474825}
